Student ID,Name,Performance (AI),Performance (Web Dev),Performance (Networking),Interest 1,Interest 2,Interest 3,Overall Rating (0-100)
3637,Student_2637,52,75,91,AI,IoT,Networking,88
3638,Student_2638,84,75,66,Web Dev,Data Science,Networking,74
3639,Student_2639,90,95,95,IoT,Data Science,Networking,82
3640,Student_2640,55,77,71,Networking,IoT,Networking,97
3641,Student_2641,74,98,53,IoT,Data Science,Networking,70
3642,Student_2642,62,67,68,AI,AI,Networking,74
3643,Student_2643,83,81,51,Networking,Networking,Web Dev,82
3644,Student_2644,57,52,88,Data Science,Networking,Data Science,62
3645,Student_2645,70,51,58,Web Dev,Networking,AI,78
3646,Student_2646,83,82,68,Web Dev,Web Dev,Data Science,60
3647,Student_2647,53,91,65,Networking,AI,IoT,83
3648,Student_2648,74,68,74,Web Dev,AI,IoT,70
3649,Student_2649,64,66,97,Data Science,IoT,Data Science,89
3650,Student_2650,53,93,67,IoT,Web Dev,Networking,70
3651,Student_2651,94,82,72,Data Science,Data Science,Web Dev,98
3652,Student_2652,61,61,70,Web Dev,AI,AI,60
3653,Student_2653,81,98,60,IoT,Web Dev,Networking,71
3654,Student_2654,81,52,88,Data Science,Web Dev,Data Science,63
3655,Student_2655,77,92,90,AI,AI,Data Science,84
3656,Student_2656,62,98,53,AI,IoT,Web Dev,67
3657,Student_2657,80,75,74,IoT,Web Dev,Web Dev,74
3658,Student_2658,63,84,81,IoT,Networking,Data Science,89
3659,Student_2659,69,57,79,IoT,Web Dev,Networking,99
3660,Student_2660,67,85,94,AI,Data Science,Networking,91
3661,Student_2661,78,56,75,Data Science,AI,Networking,94
3662,Student_2662,55,95,85,IoT,Data Science,AI,80
3663,Student_2663,81,95,83,AI,IoT,AI,90
3664,Student_2664,78,85,58,IoT,Networking,Networking,95
3665,Student_2665,92,65,61,IoT,AI,Data Science,86
3666,Student_2666,51,73,51,IoT,Web Dev,Web Dev,67
3667,Student_2667,72,50,87,AI,Networking,IoT,82
3668,Student_2668,68,98,54,Data Science,Web Dev,Web Dev,82
3669,Student_2669,80,74,54,AI,IoT,Web Dev,92
3670,Student_2670,54,59,71,AI,AI,IoT,72
3671,Student_2671,68,65,54,IoT,IoT,Networking,98
3672,Student_2672,83,65,53,Networking,IoT,Web Dev,94
3673,Student_2673,59,57,58,Networking,IoT,IoT,75
3674,Student_2674,74,78,78,Networking,IoT,Data Science,71
3675,Student_2675,51,88,71,AI,Web Dev,Data Science,90
3676,Student_2676,60,77,76,IoT,Data Science,Data Science,64
3677,Student_2677,99,55,59,Networking,Web Dev,Networking,99
3678,Student_2678,80,65,65,Web Dev,Networking,Web Dev,84
3679,Student_2679,64,69,91,Web Dev,IoT,Web Dev,80
3680,Student_2680,58,65,91,Web Dev,Networking,AI,62
3681,Student_2681,72,56,59,Data Science,Web Dev,Data Science,69
3682,Student_2682,68,90,55,IoT,IoT,Networking,82
3683,Student_2683,58,63,98,AI,Web Dev,IoT,76
3684,Student_2684,84,92,54,AI,IoT,Networking,94
3685,Student_2685,70,75,55,IoT,Web Dev,Web Dev,84
3686,Student_2686,58,75,96,Data Science,AI,Data Science,61
3687,Student_2687,77,63,74,IoT,Data Science,AI,86
3688,Student_2688,95,56,99,Data Science,Data Science,Networking,68
3689,Student_2689,56,82,53,Networking,IoT,AI,63
3690,Student_2690,65,75,89,Networking,AI,Web Dev,85
3691,Student_2691,65,94,97,Data Science,Networking,IoT,91
3692,Student_2692,82,69,81,IoT,AI,Networking,88
3693,Student_2693,53,52,84,Networking,IoT,Web Dev,81
3694,Student_2694,53,53,59,IoT,AI,Data Science,72
3695,Student_2695,88,75,83,Networking,Networking,Networking,82
3696,Student_2696,89,60,85,IoT,IoT,AI,90
3697,Student_2697,66,51,55,IoT,Data Science,Networking,95
3698,Student_2698,86,63,92,Web Dev,AI,Web Dev,99
3699,Student_2699,88,93,95,Data Science,Data Science,Web Dev,90
3700,Student_2700,78,79,65,AI,Data Science,AI,74
3701,Student_2701,85,98,68,Data Science,Web Dev,Web Dev,73
3702,Student_2702,87,61,83,IoT,Networking,Networking,94
3703,Student_2703,88,75,74,IoT,AI,AI,83
3704,Student_2704,99,93,80,Data Science,Data Science,Web Dev,89
3705,Student_2705,86,82,98,IoT,Data Science,Web Dev,89
3706,Student_2706,84,62,90,Networking,Networking,Networking,86
3707,Student_2707,56,63,66,IoT,Data Science,Web Dev,99
3708,Student_2708,76,73,96,Data Science,Data Science,Networking,73
3709,Student_2709,77,83,79,Data Science,Data Science,Data Science,70
3710,Student_2710,71,93,88,Data Science,Data Science,Networking,85
3711,Student_2711,63,75,80,Web Dev,Web Dev,IoT,80
3712,Student_2712,56,70,68,Web Dev,Web Dev,Web Dev,68
3713,Student_2713,86,77,84,Web Dev,IoT,Data Science,60
3714,Student_2714,71,97,78,Web Dev,AI,AI,65
3715,Student_2715,54,85,50,Web Dev,Networking,IoT,60
3716,Student_2716,51,89,53,Web Dev,IoT,AI,81
3717,Student_2717,76,51,77,Web Dev,Web Dev,IoT,72
3718,Student_2718,70,91,67,Data Science,Web Dev,Data Science,97
3719,Student_2719,87,58,75,AI,Web Dev,Data Science,99
3720,Student_2720,64,72,89,Web Dev,IoT,Data Science,90
3721,Student_2721,70,64,68,Data Science,Web Dev,IoT,74
3722,Student_2722,59,62,55,AI,IoT,Networking,61
3723,Student_2723,72,72,50,Web Dev,Web Dev,AI,90
3724,Student_2724,88,66,57,AI,Data Science,Networking,85
3725,Student_2725,54,97,82,AI,Data Science,Networking,61
3726,Student_2726,50,51,92,Networking,AI,Web Dev,70
3727,Student_2727,62,69,70,IoT,Web Dev,AI,92
3728,Student_2728,70,69,73,Networking,AI,IoT,77
3729,Student_2729,75,95,74,AI,IoT,Web Dev,80
3730,Student_2730,99,52,96,Data Science,AI,Web Dev,90
3731,Student_2731,94,61,92,Web Dev,Web Dev,Data Science,85
3732,Student_2732,70,89,68,IoT,IoT,IoT,89
3733,Student_2733,67,51,78,Web Dev,IoT,Networking,98
3734,Student_2734,86,85,59,Data Science,Data Science,Networking,80
3735,Student_2735,94,63,61,IoT,IoT,Networking,75
3736,Student_2736,81,65,82,Networking,IoT,Data Science,66
3737,Student_2737,85,68,56,AI,AI,Networking,81
3738,Student_2738,66,83,66,Data Science,IoT,AI,66
3739,Student_2739,84,93,59,AI,Networking,Networking,61
3740,Student_2740,98,95,80,AI,Data Science,Networking,96
3741,Student_2741,60,55,55,Web Dev,Data Science,AI,73
3742,Student_2742,70,62,66,Data Science,IoT,Data Science,67
3743,Student_2743,75,85,99,AI,AI,Web Dev,88
3744,Student_2744,53,71,86,Networking,Data Science,IoT,66
3745,Student_2745,83,67,67,IoT,Data Science,Data Science,97
3746,Student_2746,97,61,75,Data Science,Networking,Networking,81
3747,Student_2747,67,79,98,Web Dev,IoT,Web Dev,76
3748,Student_2748,89,89,65,Data Science,Data Science,IoT,75
3749,Student_2749,84,56,57,Web Dev,Data Science,IoT,92
3750,Student_2750,90,81,73,IoT,Data Science,IoT,98
3751,Student_2751,78,97,62,Networking,Data Science,AI,94
3752,Student_2752,78,68,78,AI,AI,AI,97
3753,Student_2753,87,55,81,Data Science,Web Dev,Web Dev,91
3754,Student_2754,91,69,73,Web Dev,Networking,Networking,62
3755,Student_2755,70,76,65,IoT,AI,Web Dev,62
3756,Student_2756,91,92,60,AI,Networking,Networking,67
3757,Student_2757,62,86,81,IoT,Data Science,Data Science,90
3758,Student_2758,98,97,55,Networking,Networking,IoT,68
3759,Student_2759,90,56,84,AI,IoT,IoT,64
3760,Student_2760,66,54,82,AI,IoT,AI,87
3761,Student_2761,58,60,67,AI,Web Dev,Data Science,74
3762,Student_2762,90,64,86,Web Dev,Web Dev,Data Science,86
3763,Student_2763,50,52,62,AI,Networking,Networking,90
3764,Student_2764,51,54,59,IoT,AI,Data Science,99
3765,Student_2765,97,72,86,Web Dev,AI,AI,77
3766,Student_2766,78,86,75,AI,Data Science,Networking,97
3767,Student_2767,82,58,95,IoT,AI,Web Dev,63
3768,Student_2768,59,64,66,IoT,Web Dev,Networking,80
3769,Student_2769,99,52,50,Data Science,AI,Web Dev,82
3770,Student_2770,89,78,74,IoT,Data Science,Networking,81
3771,Student_2771,70,55,83,Networking,IoT,IoT,60
3772,Student_2772,77,66,88,AI,AI,Web Dev,84
3773,Student_2773,60,75,59,AI,AI,AI,87
3774,Student_2774,83,70,69,AI,Web Dev,Web Dev,96
3775,Student_2775,57,57,56,IoT,Networking,Web Dev,70
3776,Student_2776,71,70,65,IoT,IoT,Networking,81
3777,Student_2777,57,60,86,AI,Networking,IoT,84
3778,Student_2778,98,87,78,Web Dev,Data Science,Networking,80
3779,Student_2779,64,57,61,Web Dev,Data Science,Networking,95
3780,Student_2780,66,91,66,Networking,Networking,IoT,79
3781,Student_2781,72,73,97,Data Science,Web Dev,Networking,75
3782,Student_2782,73,84,69,Networking,Web Dev,IoT,87
3783,Student_2783,94,63,75,AI,Web Dev,AI,88
3784,Student_2784,68,63,97,AI,IoT,IoT,85
3785,Student_2785,54,59,68,AI,Data Science,Data Science,99
3786,Student_2786,81,61,96,Data Science,Data Science,IoT,61
3787,Student_2787,93,87,61,IoT,Data Science,IoT,69
3788,Student_2788,50,93,70,Data Science,IoT,Data Science,72
3789,Student_2789,72,95,91,Networking,Data Science,IoT,74
3790,Student_2790,86,83,83,IoT,Networking,Web Dev,68
3791,Student_2791,57,90,56,IoT,AI,Networking,86
3792,Student_2792,62,59,94,Networking,IoT,Networking,67
3793,Student_2793,57,66,84,IoT,AI,AI,65
3794,Student_2794,72,66,64,Web Dev,Networking,AI,95
3795,Student_2795,92,52,50,Networking,Web Dev,Data Science,83
3796,Student_2796,50,80,75,Networking,Web Dev,Web Dev,62
3797,Student_2797,94,50,84,Web Dev,Web Dev,AI,85
3798,Student_2798,73,61,74,Data Science,IoT,Networking,95
3799,Student_2799,84,88,91,Data Science,Web Dev,AI,80
3800,Student_2800,73,53,64,Data Science,IoT,AI,72
3801,Student_2801,66,91,71,IoT,IoT,IoT,70
3802,Student_2802,54,62,55,Web Dev,AI,AI,67
3803,Student_2803,69,83,64,Networking,Web Dev,Data Science,73
3804,Student_2804,70,91,73,Networking,Data Science,Networking,92
3805,Student_2805,89,70,70,Networking,Web Dev,Data Science,61
3806,Student_2806,80,71,56,IoT,Web Dev,Data Science,60
3807,Student_2807,95,53,78,IoT,Web Dev,Web Dev,70
3808,Student_2808,85,67,81,Data Science,Data Science,IoT,65
3809,Student_2809,60,54,81,IoT,Data Science,Data Science,91
3810,Student_2810,64,68,54,Data Science,IoT,Web Dev,74
3811,Student_2811,68,51,53,Data Science,Data Science,Networking,71
3812,Student_2812,56,61,71,Networking,IoT,Networking,96
3813,Student_2813,77,66,67,IoT,AI,Web Dev,88
3814,Student_2814,92,59,84,Data Science,IoT,Data Science,81
3815,Student_2815,54,83,66,Web Dev,Web Dev,Data Science,73
3816,Student_2816,54,55,99,Web Dev,Networking,IoT,78
3817,Student_2817,79,57,99,IoT,Networking,IoT,64
3818,Student_2818,81,60,73,Networking,Web Dev,Networking,94
3819,Student_2819,57,61,51,Networking,IoT,IoT,84
3820,Student_2820,59,58,62,Data Science,Web Dev,Web Dev,97
3821,Student_2821,87,51,64,IoT,Data Science,Networking,68
3822,Student_2822,96,57,54,Web Dev,IoT,Data Science,66
3823,Student_2823,81,60,52,Data Science,Web Dev,Networking,77
3824,Student_2824,97,85,86,Data Science,Data Science,AI,61
3825,Student_2825,77,59,86,AI,Data Science,Networking,69
3826,Student_2826,66,70,86,IoT,IoT,IoT,61
3827,Student_2827,80,69,52,Data Science,AI,Web Dev,67
3828,Student_2828,57,97,84,Web Dev,AI,Data Science,66
3829,Student_2829,89,57,72,AI,Data Science,Data Science,94
3830,Student_2830,74,85,77,Web Dev,AI,IoT,82
3831,Student_2831,58,78,79,Networking,Data Science,IoT,67
3832,Student_2832,51,91,67,AI,AI,IoT,80
3833,Student_2833,64,61,85,AI,Data Science,AI,92
3834,Student_2834,99,63,82,Data Science,Data Science,Web Dev,60
3835,Student_2835,52,97,75,Networking,Data Science,AI,71
3836,Student_2836,98,99,97,Data Science,Data Science,IoT,70
3837,Student_2837,85,70,89,IoT,Networking,Web Dev,89
3838,Student_2838,53,71,66,Web Dev,AI,IoT,63
3839,Student_2839,63,70,89,Web Dev,Data Science,Web Dev,93
3840,Student_2840,90,93,56,Data Science,Web Dev,Data Science,82
3841,Student_2841,90,99,57,Web Dev,IoT,AI,91
3842,Student_2842,74,79,80,Web Dev,Web Dev,IoT,62
3843,Student_2843,99,88,61,IoT,Web Dev,IoT,87
3844,Student_2844,59,69,97,Networking,Networking,Networking,63
3845,Student_2845,70,73,80,AI,AI,Data Science,71
3846,Student_2846,85,72,93,Data Science,Networking,IoT,83
3847,Student_2847,61,56,68,Data Science,AI,AI,92
3848,Student_2848,76,58,59,IoT,Data Science,Data Science,62
3849,Student_2849,89,50,88,IoT,Networking,IoT,63
3850,Student_2850,51,75,61,AI,IoT,AI,89
3851,Student_2851,62,87,69,Networking,AI,Networking,65
3852,Student_2852,81,87,86,Data Science,Networking,Networking,89
3853,Student_2853,80,93,97,IoT,IoT,AI,67
3854,Student_2854,65,71,90,Data Science,Web Dev,Data Science,77
3855,Student_2855,81,93,56,Web Dev,Data Science,AI,75
3856,Student_2856,81,59,63,Data Science,Data Science,AI,65
3857,Student_2857,83,55,60,Networking,Web Dev,Networking,83
3858,Student_2858,60,66,56,Networking,Networking,Networking,87
3859,Student_2859,59,99,78,Data Science,Web Dev,Networking,91
3860,Student_2860,64,87,59,Web Dev,IoT,IoT,84
3861,Student_2861,66,73,78,Networking,AI,IoT,87
3862,Student_2862,89,59,58,IoT,Networking,Web Dev,80
3863,Student_2863,67,57,85,Data Science,AI,IoT,67
3864,Student_2864,58,70,97,Web Dev,Web Dev,Data Science,95
3865,Student_2865,74,55,59,IoT,Data Science,Data Science,68
3866,Student_2866,89,70,68,Data Science,AI,Networking,99
3867,Student_2867,63,88,80,Web Dev,AI,AI,80
3868,Student_2868,74,73,66,IoT,Data Science,Networking,60
3869,Student_2869,99,82,58,Networking,AI,AI,63
3870,Student_2870,71,67,94,Data Science,AI,Networking,69
3871,Student_2871,79,77,82,Data Science,Data Science,Networking,85
3872,Student_2872,69,81,83,Networking,Data Science,Data Science,99
3873,Student_2873,70,61,94,AI,Web Dev,AI,62
3874,Student_2874,93,97,73,IoT,Web Dev,Web Dev,68
3875,Student_2875,81,91,58,Networking,AI,Web Dev,91
3876,Student_2876,95,76,56,Data Science,Networking,Networking,62
3877,Student_2877,98,59,65,IoT,Web Dev,Networking,63
3878,Student_2878,70,95,68,IoT,Web Dev,Data Science,65
3879,Student_2879,84,91,88,AI,Networking,AI,68
3880,Student_2880,81,81,55,Data Science,Networking,Networking,85
3881,Student_2881,79,91,99,Web Dev,Data Science,Web Dev,61
3882,Student_2882,88,75,60,AI,Web Dev,AI,61
3883,Student_2883,98,74,61,AI,IoT,Networking,80
3884,Student_2884,61,60,91,Web Dev,IoT,AI,81
3885,Student_2885,90,72,62,Web Dev,AI,Data Science,62
3886,Student_2886,96,83,61,AI,Web Dev,Web Dev,94
3887,Student_2887,67,89,70,IoT,IoT,AI,97
3888,Student_2888,70,72,59,Networking,Web Dev,Web Dev,92
3889,Student_2889,62,78,69,Networking,Web Dev,Networking,74
3890,Student_2890,70,80,99,AI,IoT,IoT,70
3891,Student_2891,57,56,85,IoT,Web Dev,AI,69
3892,Student_2892,95,89,77,Web Dev,Networking,Web Dev,95
3893,Student_2893,89,82,73,AI,AI,AI,73
3894,Student_2894,95,70,54,Data Science,Data Science,Networking,61
3895,Student_2895,56,51,86,IoT,IoT,Networking,96
3896,Student_2896,72,67,61,Data Science,Data Science,Web Dev,88
3897,Student_2897,93,96,84,Data Science,AI,Data Science,94
3898,Student_2898,81,82,89,AI,Networking,AI,79
3899,Student_2899,60,86,51,IoT,Networking,AI,80
3900,Student_2900,71,83,99,Data Science,Networking,Networking,93
3901,Student_2901,71,69,90,IoT,Networking,AI,92
3902,Student_2902,92,84,94,Networking,IoT,Web Dev,78
3903,Student_2903,74,99,88,Data Science,IoT,IoT,67
3904,Student_2904,71,67,91,Data Science,Web Dev,Networking,90
3905,Student_2905,77,95,58,IoT,Web Dev,IoT,70
3906,Student_2906,78,73,71,Networking,AI,AI,67
3907,Student_2907,62,57,96,Data Science,Web Dev,Data Science,84
3908,Student_2908,67,79,54,AI,AI,Web Dev,79
3909,Student_2909,51,93,61,IoT,AI,AI,97
3910,Student_2910,78,59,50,IoT,AI,Web Dev,66
3911,Student_2911,70,72,93,Data Science,Networking,AI,72
3912,Student_2912,64,98,71,Networking,Data Science,AI,98
3913,Student_2913,76,60,87,Data Science,Data Science,AI,69
3914,Student_2914,99,51,68,Web Dev,IoT,Networking,67
3915,Student_2915,80,75,65,Data Science,AI,IoT,79
3916,Student_2916,64,85,80,Web Dev,Networking,Data Science,76
3917,Student_2917,72,82,52,AI,Web Dev,IoT,70
3918,Student_2918,73,96,72,IoT,Web Dev,IoT,75
3919,Student_2919,93,62,91,IoT,IoT,Web Dev,96
3920,Student_2920,62,89,67,Networking,IoT,Networking,91
3921,Student_2921,71,74,75,Data Science,AI,Networking,85
3922,Student_2922,92,53,62,AI,AI,AI,96
3923,Student_2923,86,91,67,Web Dev,Web Dev,IoT,68
3924,Student_2924,82,68,52,Networking,Web Dev,Data Science,94
3925,Student_2925,52,67,72,AI,Web Dev,Web Dev,62
3926,Student_2926,68,86,52,AI,Web Dev,Networking,90
3927,Student_2927,72,79,74,Web Dev,Data Science,AI,66
3928,Student_2928,78,68,76,Web Dev,AI,Data Science,61
3929,Student_2929,79,72,93,IoT,AI,IoT,84
3930,Student_2930,88,65,76,Data Science,Web Dev,Data Science,99
3931,Student_2931,93,50,88,Networking,Networking,Networking,71
3932,Student_2932,96,61,74,Data Science,Web Dev,Web Dev,89
3933,Student_2933,74,73,73,Networking,IoT,IoT,89
3934,Student_2934,86,83,57,AI,Networking,Web Dev,88
3935,Student_2935,96,57,58,Web Dev,IoT,Data Science,70
3936,Student_2936,57,67,95,Web Dev,Networking,Data Science,82
3937,Student_2937,91,97,86,AI,IoT,AI,76
3938,Student_2938,65,54,79,AI,Web Dev,IoT,72
3939,Student_2939,57,75,68,Networking,Web Dev,Data Science,92
3940,Student_2940,50,79,65,AI,Networking,Networking,60
3941,Student_2941,93,62,73,Networking,IoT,Networking,99
3942,Student_2942,54,68,93,Data Science,Data Science,Web Dev,72
3943,Student_2943,52,78,70,Web Dev,Networking,Networking,97
3944,Student_2944,50,52,85,Web Dev,Networking,Data Science,62
3945,Student_2945,53,75,89,Web Dev,AI,Networking,75
3946,Student_2946,89,89,88,Data Science,Networking,IoT,66
3947,Student_2947,84,61,96,Data Science,Data Science,Web Dev,62
3948,Student_2948,81,51,55,IoT,Web Dev,IoT,73
3949,Student_2949,91,60,54,Networking,IoT,Data Science,75
3950,Student_2950,83,93,63,Networking,AI,Data Science,63
3951,Student_2951,92,77,94,IoT,IoT,Networking,90
3952,Student_2952,74,67,91,Web Dev,Web Dev,AI,72
3953,Student_2953,59,62,99,Networking,Networking,AI,86
3954,Student_2954,70,86,53,Networking,Data Science,Data Science,60
3955,Student_2955,95,71,57,Web Dev,AI,Data Science,84
3956,Student_2956,88,61,73,AI,Data Science,Web Dev,96
3957,Student_2957,76,51,60,AI,Data Science,Data Science,70
3958,Student_2958,76,86,66,IoT,Data Science,Data Science,68
3959,Student_2959,51,56,99,Data Science,Data Science,Web Dev,66
3960,Student_2960,90,75,70,Networking,Web Dev,IoT,73
3961,Student_2961,97,75,75,Networking,Data Science,IoT,89
3962,Student_2962,62,73,92,IoT,Data Science,Web Dev,83
3963,Student_2963,58,61,97,IoT,Web Dev,Web Dev,62
3964,Student_2964,85,65,93,Networking,IoT,IoT,98
3965,Student_2965,71,72,94,Web Dev,Web Dev,IoT,86
3966,Student_2966,91,89,76,Web Dev,Networking,IoT,60
3967,Student_2967,75,58,65,Data Science,Web Dev,IoT,97
3968,Student_2968,61,81,75,Networking,IoT,Networking,85
3969,Student_2969,66,64,82,Networking,Networking,Web Dev,65
3970,Student_2970,63,86,80,Networking,Networking,AI,71
3971,Student_2971,63,62,97,Networking,AI,Networking,97
3972,Student_2972,83,54,96,IoT,Data Science,AI,94
3973,Student_2973,69,60,55,AI,Networking,AI,69
3974,Student_2974,60,59,93,Networking,Networking,Data Science,68
3975,Student_2975,65,62,57,AI,IoT,Web Dev,82
3976,Student_2976,80,90,56,Web Dev,Networking,Networking,89
3977,Student_2977,55,95,83,Data Science,IoT,Web Dev,81
3978,Student_2978,68,99,93,Web Dev,Data Science,IoT,68
3979,Student_2979,86,64,63,Networking,AI,Web Dev,78
3980,Student_2980,53,91,65,Web Dev,AI,AI,67
3981,Student_2981,96,56,92,IoT,Data Science,IoT,63
3982,Student_2982,53,89,58,AI,Data Science,Web Dev,64
3983,Student_2983,69,77,59,Networking,Web Dev,Web Dev,78
3984,Student_2984,59,81,66,IoT,Networking,AI,77
3985,Student_2985,73,84,61,AI,Networking,IoT,88
3986,Student_2986,84,64,55,IoT,Networking,AI,78
3987,Student_2987,75,97,68,Web Dev,IoT,Web Dev,65
3988,Student_2988,86,85,92,Networking,Web Dev,Networking,64
3989,Student_2989,87,70,90,Web Dev,Networking,Networking,64
3990,Student_2990,70,55,78,Data Science,IoT,Data Science,67
3991,Student_2991,89,50,55,Networking,IoT,Networking,86
3992,Student_2992,88,53,74,Web Dev,AI,IoT,96
3993,Student_2993,70,60,73,Networking,IoT,Data Science,97
3994,Student_2994,59,93,74,AI,Data Science,IoT,96
3995,Student_2995,87,75,65,Networking,IoT,Networking,77
3996,Student_2996,95,86,65,Networking,Data Science,Networking,85
3997,Student_2997,53,72,55,AI,Data Science,Web Dev,75
3998,Student_2998,94,78,86,Web Dev,AI,IoT,81
3999,Student_2999,69,70,70,Networking,AI,AI,82
4000,Student_3000,66,97,53,IoT,IoT,Web Dev,62
4001,Student_3001,56,94,83,Networking,AI,IoT,62
4002,Student_3002,53,94,77,Web Dev,AI,Data Science,71
4003,Student_3003,78,98,87,AI,Networking,IoT,82
4004,Student_3004,63,76,90,Web Dev,IoT,Data Science,70
4005,Student_3005,52,88,77,Data Science,IoT,Data Science,88
4006,Student_3006,73,89,66,Networking,IoT,Networking,65
4007,Student_3007,86,62,63,Networking,AI,AI,75
4008,Student_3008,65,72,56,AI,AI,IoT,93
4009,Student_3009,53,65,71,Networking,Data Science,AI,96
4010,Student_3010,73,79,50,IoT,Web Dev,Data Science,70
4011,Student_3011,83,53,78,IoT,Web Dev,Networking,70
4012,Student_3012,79,89,80,Web Dev,Web Dev,AI,84
4013,Student_3013,67,65,79,AI,Networking,Web Dev,78
4014,Student_3014,68,80,64,Data Science,AI,Data Science,91
4015,Student_3015,80,91,67,Web Dev,Data Science,Web Dev,67
4016,Student_3016,68,74,84,AI,Data Science,AI,71
4017,Student_3017,98,93,99,AI,Web Dev,AI,94
4018,Student_3018,95,61,79,Web Dev,Networking,AI,65
4019,Student_3019,68,75,83,Web Dev,Networking,IoT,80
4020,Student_3020,71,86,91,Networking,Web Dev,Data Science,85
4021,Student_3021,73,97,60,Data Science,Web Dev,Data Science,60
4022,Student_3022,94,82,76,IoT,AI,Data Science,76
4023,Student_3023,61,77,73,Networking,Networking,IoT,94
4024,Student_3024,79,58,84,AI,Data Science,AI,86
4025,Student_3025,87,61,88,Data Science,Web Dev,AI,61
4026,Student_3026,80,54,57,Data Science,AI,Web Dev,95
4027,Student_3027,85,77,67,Web Dev,Data Science,IoT,60
4028,Student_3028,68,84,62,Data Science,Networking,Networking,69
4029,Student_3029,97,54,94,Data Science,Web Dev,IoT,90
4030,Student_3030,94,83,73,AI,Web Dev,Web Dev,96
4031,Student_3031,85,95,72,Networking,AI,Web Dev,64
4032,Student_3032,79,83,61,Data Science,AI,Web Dev,72
4033,Student_3033,98,62,98,Web Dev,Networking,AI,83
4034,Student_3034,82,88,79,Networking,Web Dev,Networking,86
4035,Student_3035,67,91,80,Web Dev,AI,Web Dev,60
4036,Student_3036,98,94,77,Data Science,Web Dev,Data Science,79
4037,Student_3037,77,97,71,Networking,Networking,AI,67
4038,Student_3038,96,63,93,Data Science,Web Dev,Networking,62
4039,Student_3039,60,60,77,AI,Data Science,Data Science,91
4040,Student_3040,94,91,62,Networking,Web Dev,Networking,84
4041,Student_3041,82,87,74,Web Dev,IoT,Networking,84
4042,Student_3042,66,53,93,AI,IoT,Data Science,73
4043,Student_3043,55,82,95,IoT,Networking,IoT,86
4044,Student_3044,53,56,56,Web Dev,Networking,Networking,91
4045,Student_3045,69,90,94,Data Science,Networking,IoT,86
4046,Student_3046,97,57,55,Web Dev,Data Science,Networking,63
4047,Student_3047,96,86,73,IoT,Data Science,Data Science,98
4048,Student_3048,76,59,68,Web Dev,Web Dev,Networking,70
4049,Student_3049,64,92,68,AI,AI,Web Dev,62
4050,Student_3050,55,64,85,Web Dev,IoT,Web Dev,84
4051,Student_3051,96,87,58,Networking,IoT,Networking,83
4052,Student_3052,63,64,97,IoT,IoT,Data Science,68
4053,Student_3053,60,54,85,Web Dev,Web Dev,Data Science,67
4054,Student_3054,88,78,87,IoT,Web Dev,AI,98
4055,Student_3055,58,68,89,AI,Networking,Data Science,90
4056,Student_3056,75,59,78,Networking,AI,IoT,76
4057,Student_3057,65,61,73,Data Science,Networking,Networking,90
4058,Student_3058,54,53,97,Web Dev,Web Dev,Web Dev,63
4059,Student_3059,59,80,54,AI,Data Science,Data Science,63
4060,Student_3060,99,67,91,IoT,Networking,Web Dev,96
4061,Student_3061,52,65,94,IoT,Web Dev,AI,67
4062,Student_3062,62,89,75,AI,Web Dev,Networking,65
4063,Student_3063,92,85,63,Web Dev,Data Science,Data Science,68
4064,Student_3064,98,74,88,Data Science,Data Science,Web Dev,67
4065,Student_3065,79,72,78,Web Dev,Data Science,Data Science,91
4066,Student_3066,94,61,55,Networking,AI,AI,74
4067,Student_3067,55,83,56,Web Dev,Web Dev,Web Dev,77
4068,Student_3068,66,85,86,Networking,Data Science,Web Dev,82
4069,Student_3069,94,86,67,IoT,AI,Networking,64
4070,Student_3070,68,52,72,Networking,IoT,Networking,86
4071,Student_3071,91,58,93,Data Science,IoT,Web Dev,92
4072,Student_3072,84,67,87,AI,IoT,Networking,61
4073,Student_3073,95,92,50,Networking,Web Dev,Web Dev,97
4074,Student_3074,75,84,53,Web Dev,AI,IoT,87
4075,Student_3075,54,83,93,Networking,AI,Data Science,83
4076,Student_3076,78,90,96,IoT,IoT,IoT,80
4077,Student_3077,86,63,84,Networking,Networking,IoT,90
4078,Student_3078,69,53,72,Data Science,IoT,Data Science,70
4079,Student_3079,98,78,76,Networking,Web Dev,Web Dev,87
4080,Student_3080,70,90,75,Data Science,IoT,Web Dev,99
4081,Student_3081,59,94,57,Web Dev,IoT,Networking,63
4082,Student_3082,54,99,92,IoT,AI,AI,75
4083,Student_3083,85,64,65,AI,IoT,Web Dev,71
4084,Student_3084,55,77,90,Web Dev,Data Science,Data Science,81
4085,Student_3085,75,91,52,Web Dev,Data Science,AI,94
4086,Student_3086,53,65,81,AI,Networking,Data Science,75
4087,Student_3087,88,61,54,Networking,Web Dev,Data Science,83
4088,Student_3088,88,54,69,Networking,Web Dev,Data Science,94
4089,Student_3089,99,83,63,Networking,AI,AI,87
4090,Student_3090,84,91,81,IoT,Web Dev,IoT,88
4091,Student_3091,50,50,75,Web Dev,Networking,Data Science,80
4092,Student_3092,73,88,96,Data Science,Data Science,Networking,84
4093,Student_3093,85,81,55,AI,AI,Web Dev,98
4094,Student_3094,55,75,85,Web Dev,Data Science,Web Dev,90
4095,Student_3095,90,66,89,Networking,Networking,Web Dev,74
